"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","context_type"
"252",32,0.757955697617433,0.0185114074523333,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"253",33,0.464283798057371,0.0520278805310986,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"254",34,0.21126270423118,0.000793641109843701,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"255",35,0.499461487847437,0.00176968117412674,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"256",36,0.581017962182041,0.0316272997400504,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"257",37,0.178334388743137,0.0272837048625709,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"258",38,0.538482697199765,0.0143192478117943,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"259",39,0.404409825771931,3.99229217704078e-05,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"260",40,0.47531945454911,0.00883081624507631,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"261",1,0.277571661698123,0.714440279782764,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"262",2,0.108135774523715,0.00658657437502768,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"263",3,0.052640901335456,0.266750605225628,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"264",4,0.0391852536548321,0.35050758998536,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"265",5,0.176878207568342,0.0942211392219321,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"266",6,0.193312063625815,0.20224130528006,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"267",7,0.0956147064724488,0.0032243975904816,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"268",8,0.928898311790107,0.00354074662140033,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"269",9,0.201748312071281,0.0670925656847766,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"270",10,0.0315928483511526,0.150117470731842,"Gathering",1,"linear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"271",11,0.270611448046699,0.318423064540673,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"272",12,0.78089403896751,0.0148698662427216,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"273",13,0.100451716260964,0.00391310801044686,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"274",14,0.446922390100205,0.00728603811474415,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"275",15,0.000371760195048698,0.46639138582768,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"276",16,0.00665805554177429,0.33527555126154,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"277",17,0.0966297796107541,0.330895040917024,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"278",18,0.176496645069369,0.206884457498183,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"279",19,0.531145971686837,0.211144758049321,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
"280",20,0.0322108876582576,0.0732944959902727,"Gathering",1,"nonlinear",TRUE,"instFirstReadP-P-instReReadP-P","prompt_regime_context"
